instant,Spring,Summer,Fall,Winter,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
9055,1,0,0,0,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,1
9056,1,0,0,0,1,1,5,0,3,1,1,0.34,0.2879,0.46,0.5224,29
9057,1,0,0,0,1,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224,88
9058,1,0,0,0,1,1,7,0,3,1,1,0.32,0.2879,0.42,0.3582,263
9059,1,0,0,0,1,1,8,0,3,1,1,0.3,0.2727,0.52,0.4179,489
9060,1,0,0,0,1,1,9,0,3,1,1,0.28,0.2576,0.52,0.3284,202
9061,1,0,0,0,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,93
9062,1,0,0,0,1,1,11,0,3,1,1,0.3,0.2727,0.42,0.3881,114
9063,1,0,0,0,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,161
9064,1,0,0,0,1,1,13,0,3,1,1,0.3,0.2727,0.42,0.4627,130
9065,1,0,0,0,1,1,14,0,3,1,1,0.3,0.2727,0.33,0.3881,105
9066,1,0,0,0,1,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,130
9067,1,0,0,0,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,176
9068,1,0,0,0,1,1,17,0,3,1,1,0.26,0.2121,0.33,0.4478,346
9069,1,0,0,0,1,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,355
9070,1,0,0,0,1,1,19,0,3,1,1,0.22,0.197,0.37,0.3881,256
9071,1,0,0,0,1,1,20,0,3,1,1,0.22,0.2121,0.37,0.2537,165
9072,1,0,0,0,1,1,21,0,3,1,1,0.2,0.1667,0.4,0.4179,124
9073,1,0,0,0,1,1,22,0,3,1,1,0.18,0.1667,0.47,0.2537,78
9074,1,0,0,0,1,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,38
9075,1,0,0,0,1,1,0,0,4,1,1,0.14,0.1364,0.5,0.194,16
9076,1,0,0,0,1,1,1,0,4,1,1,0.14,0.1515,0.5,0.1642,5
9077,1,0,0,0,1,1,2,0,4,1,1,0.14,0.1515,0.5,0.1343,3
9078,1,0,0,0,1,1,3,0,4,1,1,0.12,0.1515,0.54,0.1045,4
9079,1,0,0,0,1,1,4,0,4,1,1,0.12,0.1515,0.54,0.1045,1
9080,1,0,0,0,1,1,5,0,4,1,1,0.12,0.1212,0.55,0.2537,19
9081,1,0,0,0,1,1,6,0,4,1,1,0.12,0.1364,0.54,0.1642,86
9082,1,0,0,0,1,1,7,0,4,1,1,0.12,0.1667,0.54,0.0896,206
9083,1,0,0,0,1,1,8,0,4,1,1,0.12,0.1515,0.54,0.1045,423
9084,1,0,0,0,1,1,9,0,4,1,1,0.12,0.197,0.54,0,210
9085,1,0,0,0,1,1,10,0,4,1,1,0.14,0.2121,0.59,0,108
9086,1,0,0,0,1,1,11,0,4,1,1,0.16,0.1667,0.55,0.1642,99
9087,1,0,0,0,1,1,12,0,4,1,1,0.2,0.197,0.51,0.194,111
9088,1,0,0,0,1,1,13,0,4,1,1,0.22,0.2121,0.47,0.2836,124
9089,1,0,0,0,1,1,14,0,4,1,1,0.24,0.2273,0.44,0.194,119
9090,1,0,0,0,1,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,127
9091,1,0,0,0,1,1,16,0,4,1,1,0.26,0.2273,0.41,0.3284,193
9092,1,0,0,0,1,1,17,0,4,1,2,0.26,0.2273,0.44,0.3284,385
9093,1,0,0,0,1,1,18,0,4,1,2,0.26,0.2273,0.44,0.3284,361
9094,1,0,0,0,1,1,19,0,4,1,2,0.26,0.2273,0.48,0.2985,234
9095,1,0,0,0,1,1,20,0,4,1,1,0.26,0.2121,0.52,0.4478,191
9096,1,0,0,0,1,1,21,0,4,1,1,0.26,0.2273,0.44,0.3582,121
9097,1,0,0,0,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,90
9098,1,0,0,0,1,1,23,0,4,1,1,0.26,0.2273,0.48,0.3284,56
9387,1,0,0,0,1,2,0,0,3,1,1,0.44,0.4394,0.38,0.2836,31
9388,1,0,0,0,1,2,1,0,3,1,1,0.44,0.4394,0.41,0.2836,4
9389,1,0,0,0,1,2,2,0,3,1,1,0.44,0.4394,0.44,0.2836,7
9390,1,0,0,0,1,2,3,0,3,1,1,0.44,0.4394,0.44,0.194,3
9391,1,0,0,0,1,2,4,0,3,1,1,0.4,0.4091,0.5,0.1642,1
9392,1,0,0,0,1,2,5,0,3,1,1,0.4,0.4091,0.5,0.1642,18
9393,1,0,0,0,1,2,6,0,3,1,3,0.4,0.4091,0.54,0.1642,67
9394,1,0,0,0,1,2,7,0,3,1,3,0.38,0.3939,0.62,0.0896,208
9395,1,0,0,0,1,2,8,0,3,1,3,0.36,0.3636,0.73,0.1045,520
9396,1,0,0,0,1,2,9,0,3,1,2,0.36,0.3485,0.71,0.194,276
9397,1,0,0,0,1,2,10,0,3,1,1,0.4,0.4091,0.62,0.1343,133
9398,1,0,0,0,1,2,11,0,3,1,1,0.4,0.4091,0.58,0.1642,143
9399,1,0,0,0,1,2,12,0,3,1,1,0.44,0.4394,0.54,0.1045,179
9400,1,0,0,0,1,2,13,0,3,1,1,0.46,0.4545,0.47,0.2239,186
9401,1,0,0,0,1,2,14,0,3,1,1,0.62,0.6212,0.33,0.2239,192
9402,1,0,0,0,1,2,15,0,3,1,1,0.6,0.6212,0.35,0.2836,194
9403,1,0,0,0,1,2,16,0,3,1,1,0.6,0.6212,0.4,0.2239,283
9404,1,0,0,0,1,2,17,0,3,1,1,0.58,0.5455,0.43,0.194,539
9405,1,0,0,0,1,2,18,0,3,1,1,0.56,0.5303,0.46,0.1642,526
9406,1,0,0,0,1,2,19,0,3,1,1,0.54,0.5152,0.52,0.2836,335
9407,1,0,0,0,1,2,20,0,3,1,1,0.52,0.5,0.52,0.1642,264
9408,1,0,0,0,1,2,21,0,3,1,1,0.52,0.5,0.52,0.1642,233
9409,1,0,0,0,1,2,22,0,3,1,1,0.5,0.4848,0.55,0.194,140
9410,1,0,0,0,1,2,23,0,3,1,1,0.46,0.4545,0.63,0.0896,97
9411,1,0,0,0,1,2,0,0,4,1,1,0.46,0.4545,0.59,0.1343,31
9412,1,0,0,0,1,2,1,0,4,1,2,0.46,0.4545,0.55,0,17
9413,1,0,0,0,1,2,2,0,4,1,2,0.42,0.4242,0.67,0.1343,9
9414,1,0,0,0,1,2,3,0,4,1,2,0.42,0.4242,0.67,0.1343,2
9415,1,0,0,0,1,2,4,0,4,1,3,0.4,0.4091,0.82,0.0896,1
9416,1,0,0,0,1,2,5,0,4,1,3,0.4,0.4091,0.82,0,19
9417,1,0,0,0,1,2,6,0,4,1,3,0.36,0.3788,0.9,0,74
9418,1,0,0,0,1,2,7,0,4,1,3,0.36,0.3788,0.93,0,205
9419,1,0,0,0,1,2,8,0,4,1,3,0.4,0.4091,0.87,0,445
9420,1,0,0,0,1,2,9,0,4,1,3,0.38,0.3939,0.87,0,228
9421,1,0,0,0,1,2,10,0,4,1,3,0.42,0.4242,0.77,0.1045,78
9422,1,0,0,0,1,2,11,0,4,1,3,0.4,0.4091,0.82,0.2537,105
9423,1,0,0,0,1,2,12,0,4,1,1,0.42,0.4242,0.82,0,148
9424,1,0,0,0,1,2,13,0,4,1,2,0.42,0.4242,0.77,0,137
9425,1,0,0,0,1,2,14,0,4,1,1,0.4,0.4091,0.76,0.1045,141
9426,1,0,0,0,1,2,15,0,4,1,1,0.46,0.4545,0.67,0.1642,174
9427,1,0,0,0,1,2,16,0,4,1,1,0.46,0.4545,0.55,0.2836,229
9428,1,0,0,0,1,2,17,0,4,1,1,0.42,0.4242,0.54,0.4925,450
9429,1,0,0,0,1,2,18,0,4,1,1,0.4,0.4091,0.43,0.4627,410
9430,1,0,0,0,1,2,19,0,4,1,1,0.38,0.3939,0.43,0.5224,327
9431,1,0,0,0,1,2,20,0,4,1,1,0.36,0.3182,0.46,0.5224,213
9432,1,0,0,0,1,2,21,0,4,1,1,0.34,0.303,0.46,0.4179,148
9433,1,0,0,0,1,2,22,0,4,1,1,0.32,0.2879,0.49,0.4179,109
9434,1,0,0,0,1,2,23,0,4,1,1,0.32,0.303,0.49,0.2537,61
9435,1,0,0,0,1,2,0,0,5,1,1,0.32,0.2879,0.53,0.3881,38
9436,1,0,0,0,1,2,1,0,5,1,1,0.3,0.2727,0.56,0.3284,22
9437,1,0,0,0,1,2,2,0,5,1,1,0.3,0.2879,0.52,0.2239,6
9438,1,0,0,0,1,2,3,0,5,1,1,0.28,0.2576,0.56,0.2985,4
9439,1,0,0,0,1,2,4,0,5,1,1,0.26,0.2576,0.6,0.2239,2
9440,1,0,0,0,1,2,5,0,5,1,1,0.26,0.2576,0.6,0.2239,17
9441,1,0,0,0,1,2,6,0,5,1,1,0.24,0.2424,0.65,0.1642,88
9442,1,0,0,0,1,2,7,0,5,1,1,0.24,0.2273,0.65,0.2239,226
9443,1,0,0,0,1,2,8,0,5,1,1,0.24,0.2273,0.65,0.2239,441
9444,1,0,0,0,1,2,9,0,5,1,1,0.24,0.2273,0.65,0.194,270
9445,1,0,0,0,1,2,10,0,5,1,1,0.28,0.2576,0.56,0.2836,129
9446,1,0,0,0,1,2,11,0,5,1,1,0.32,0.303,0.53,0.2985,164
9447,1,0,0,0,1,2,12,0,5,1,1,0.34,0.3333,0.46,0.1343,216
9448,1,0,0,0,1,2,13,0,5,1,1,0.36,0.3636,0.46,0,198
9449,1,0,0,0,1,2,14,0,5,1,1,0.36,0.3485,0.46,0.2239,170
9450,1,0,0,0,1,2,15,0,5,1,1,0.38,0.3939,0.4,0,216
9451,1,0,0,0,1,2,16,0,5,1,1,0.4,0.4091,0.37,0.1045,311
9452,1,0,0,0,1,2,17,0,5,1,1,0.4,0.4091,0.37,0.0896,488
9453,1,0,0,0,1,2,18,0,5,1,1,0.38,0.3939,0.4,0.1343,385
9454,1,0,0,0,1,2,19,0,5,1,1,0.34,0.3485,0.49,0.1045,267
9455,1,0,0,0,1,2,20,0,5,1,1,0.34,0.3485,0.49,0.1045,163
9456,1,0,0,0,1,2,21,0,5,1,1,0.34,0.3485,0.49,0.1045,134
9457,1,0,0,0,1,2,22,0,5,1,1,0.34,0.3485,0.49,0.1045,119
9458,1,0,0,0,1,2,23,0,5,1,1,0.26,0.2727,0.7,0.1045,77
9459,1,0,0,0,1,2,0,0,6,0,1,0.26,0.2727,0.7,0.1045,86
9460,1,0,0,0,1,2,1,0,6,0,1,0.26,0.2727,0.7,0.1045,43
9461,1,0,0,0,1,2,2,0,6,0,1,0.24,0.2576,0.7,0.0896,44
9462,1,0,0,0,1,2,3,0,6,0,1,0.24,0.2879,0.75,0,18
9463,1,0,0,0,1,2,4,0,6,0,1,0.24,0.2576,0.81,0.0896,6
9464,1,0,0,0,1,2,5,0,6,0,1,0.24,0.2576,0.81,0.0896,4
9465,1,0,0,0,1,2,6,0,6,0,1,0.22,0.2273,0.87,0.1343,5
9466,1,0,0,0,1,2,7,0,6,0,2,0.24,0.2424,0.87,0.1343,28
9467,1,0,0,0,1,2,8,0,6,0,1,0.24,0.2879,0.87,0,90
9468,1,0,0,0,1,2,9,0,6,0,1,0.24,0.2424,0.81,0.1343,157
9469,1,0,0,0,1,2,10,0,6,0,1,0.24,0.2576,0.87,0.1045,224
9470,1,0,0,0,1,2,11,0,6,0,1,0.3,0.3333,0.7,0,270
9471,1,0,0,0,1,2,12,0,6,0,2,0.3,0.3182,0.7,0.0896,300
9472,1,0,0,0,1,2,13,0,6,0,2,0.3,0.2879,0.7,0.194,302
9473,1,0,0,0,1,2,14,0,6,0,2,0.32,0.303,0.66,0.2239,276
9474,1,0,0,0,1,2,15,0,6,0,2,0.32,0.303,0.66,0.2239,305
9475,1,0,0,0,1,2,16,0,6,0,2,0.34,0.3333,0.61,0.1642,143
9476,1,0,0,0,1,2,17,0,6,0,3,0.3,0.2879,0.7,0.194,67
9477,1,0,0,0,1,2,18,0,6,0,3,0.28,0.2727,0.75,0.1642,64
9478,1,0,0,0,1,2,19,0,6,0,3,0.26,0.2727,0.87,0.1343,80
9479,1,0,0,0,1,2,20,0,6,0,3,0.24,0.2273,0.93,0.194,77
9480,1,0,0,0,1,2,21,0,6,0,3,0.24,0.2424,0.93,0.1343,78
9481,1,0,0,0,1,2,22,0,6,0,2,0.24,0.2576,0.87,0.0896,95
9482,1,0,0,0,1,2,23,0,6,0,2,0.24,0.2424,0.87,0.1343,70
9483,1,0,0,0,1,2,0,0,0,0,2,0.24,0.2424,0.87,0.1343,61
9484,1,0,0,0,1,2,1,0,0,0,2,0.24,0.2576,0.93,0.1045,51
9485,1,0,0,0,1,2,2,0,0,0,2,0.24,0.2576,0.93,0.1045,63
9486,1,0,0,0,1,2,3,0,0,0,3,0.24,0.2576,0.87,0.0896,17
9487,1,0,0,0,1,2,4,0,0,0,2,0.24,0.2424,0.87,0.1343,9
9488,1,0,0,0,1,2,5,0,0,0,3,0.26,0.2576,0.81,0.194,4
9489,1,0,0,0,1,2,6,0,0,0,2,0.26,0.2424,0.7,0.2537,4
9490,1,0,0,0,1,2,7,0,0,0,2,0.24,0.2424,0.75,0.1642,16
9491,1,0,0,0,1,2,8,0,0,0,2,0.24,0.2424,0.75,0.1642,62
9492,1,0,0,0,1,2,9,0,0,0,2,0.24,0.2273,0.7,0.2239,92
9493,1,0,0,0,1,2,10,0,0,0,2,0.26,0.2424,0.65,0.2836,148
9494,1,0,0,0,1,2,11,0,0,0,2,0.26,0.2576,0.7,0.194,182
9495,1,0,0,0,1,2,12,0,0,0,2,0.26,0.2576,0.65,0.194,248
9496,1,0,0,0,1,2,13,0,0,0,2,0.28,0.2727,0.61,0.1642,274
9497,1,0,0,0,1,2,14,0,0,0,1,0.3,0.303,0.61,0.1642,243
9498,1,0,0,0,1,2,15,0,0,0,2,0.3,0.2879,0.56,0.2537,272
9499,1,0,0,0,1,2,16,0,0,0,1,0.3,0.2879,0.56,0.2239,296
9500,1,0,0,0,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642,306
9501,1,0,0,0,1,2,18,0,0,0,1,0.3,0.2879,0.52,0.2537,181
9502,1,0,0,0,1,2,19,0,0,0,1,0.3,0.2879,0.52,0.2239,69
9503,1,0,0,0,1,2,20,0,0,0,1,0.28,0.2727,0.56,0.194,50
9504,1,0,0,0,1,2,21,0,0,0,1,0.28,0.2879,0.56,0.1045,66
9505,1,0,0,0,1,2,22,0,0,0,1,0.26,0.2727,0.6,0.1045,191
9506,1,0,0,0,1,2,23,0,0,0,1,0.24,0.2424,0.7,0.1343,42
9507,1,0,0,0,1,2,0,0,1,1,1,0.24,0.2424,0.65,0.1343,21
9508,1,0,0,0,1,2,1,0,1,1,1,0.22,0.2576,0.75,0.0896,6
9509,1,0,0,0,1,2,2,0,1,1,1,0.22,0.2727,0.75,0,3
9510,1,0,0,0,1,2,4,0,1,1,1,0.18,0.2121,0.8,0.1045,2
9511,1,0,0,0,1,2,5,0,1,1,1,0.18,0.2121,0.8,0.1045,17
9512,1,0,0,0,1,2,6,0,1,1,1,0.16,0.1818,0.86,0.1045,72
9513,1,0,0,0,1,2,7,0,1,1,1,0.16,0.1818,0.86,0.1045,234
9514,1,0,0,0,1,2,8,0,1,1,1,0.16,0.1818,0.86,0.1343,444
9515,1,0,0,0,1,2,9,0,1,1,1,0.18,0.2121,0.8,0.1045,277
9516,1,0,0,0,1,2,10,0,1,1,1,0.22,0.2424,0.75,0.1045,116
9517,1,0,0,0,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343,116
9518,1,0,0,0,1,2,12,0,1,1,1,0.32,0.3182,0.61,0.1642,150
9519,1,0,0,0,1,2,13,0,1,1,1,0.38,0.3939,0.4,0.2239,141
9520,1,0,0,0,1,2,14,0,1,1,1,0.4,0.4091,0.35,0.1642,140
9521,1,0,0,0,1,2,15,0,1,1,1,0.42,0.4242,0.32,0.2836,171
9522,1,0,0,0,1,2,16,0,1,1,1,0.4,0.4091,0.43,0.2537,228
9523,1,0,0,0,1,2,17,0,1,1,1,0.4,0.4091,0.43,0.2537,430
9524,1,0,0,0,1,2,18,0,1,1,1,0.38,0.3939,0.43,0.2239,437
9525,1,0,0,0,1,2,19,0,1,1,1,0.36,0.3333,0.43,0.2537,291
9526,1,0,0,0,1,2,20,0,1,1,1,0.34,0.3333,0.46,0.1642,201
9527,1,0,0,0,1,2,21,0,1,1,1,0.32,0.3182,0.57,0.1642,154
9528,1,0,0,0,1,2,22,0,1,1,1,0.3,0.303,0.65,0.1343,87
9529,1,0,0,0,1,2,23,0,1,1,1,0.3,0.303,0.65,0.1343,46
9530,1,0,0,0,1,2,0,0,2,1,1,0.3,0.2879,0.7,0.194,23
9531,1,0,0,0,1,2,1,0,2,1,1,0.28,0.2879,0.61,0.1343,14
9532,1,0,0,0,1,2,2,0,2,1,1,0.3,0.3333,0.61,0,4
9533,1,0,0,0,1,2,3,0,2,1,2,0.3,0.3333,0.7,0,2
9534,1,0,0,0,1,2,4,0,2,1,2,0.3,0.3333,0.7,0,3
9535,1,0,0,0,1,2,5,0,2,1,1,0.32,0.3333,0.49,0.0896,15
9536,1,0,0,0,1,2,6,0,2,1,1,0.32,0.303,0.45,0.2985,100
9537,1,0,0,0,1,2,7,0,2,1,1,0.32,0.3485,0.45,0,299
9538,1,0,0,0,1,2,8,0,2,1,1,0.3,0.3182,0.49,0,529
9539,1,0,0,0,1,2,9,0,2,1,1,0.32,0.3333,0.49,0,289
9540,1,0,0,0,1,2,10,0,2,1,1,0.34,0.3333,0.46,0.1642,116
9541,1,0,0,0,1,2,11,0,2,1,1,0.36,0.3485,0.46,0.194,129
9542,1,0,0,0,1,2,12,0,2,1,1,0.4,0.4091,0.4,0.3284,172
9543,1,0,0,0,1,2,13,0,2,1,1,0.44,0.4394,0.38,0.2537,184
9544,1,0,0,0,1,2,14,0,2,1,1,0.44,0.4394,0.38,0.2537,138
9545,1,0,0,0,1,2,15,0,2,1,1,0.44,0.4394,0.38,0.194,146
9546,1,0,0,0,1,2,16,0,2,1,1,0.44,0.4394,0.35,0.2537,276
9547,1,0,0,0,1,2,17,0,2,1,1,0.44,0.4394,0.35,0.194,509
9548,1,0,0,0,1,2,18,0,2,1,1,0.42,0.4242,0.38,0.194,518
9549,1,0,0,0,1,2,19,0,2,1,1,0.38,0.3939,0.43,0.2239,338
9550,1,0,0,0,1,2,20,0,2,1,1,0.36,0.3485,0.5,0.1343,212
9551,1,0,0,0,1,2,21,0,2,1,1,0.34,0.3485,0.61,0.1045,190
9552,1,0,0,0,1,2,22,0,2,1,1,0.32,0.3182,0.57,0.194,118
9553,1,0,0,0,1,2,23,0,2,1,1,0.32,0.3333,0.57,0.1343,51
9554,1,0,0,0,1,2,0,0,3,1,1,0.3,0.2879,0.56,0.2239,23
9555,1,0,0,0,1,2,1,0,3,1,1,0.28,0.2727,0.61,0.1642,10
9556,1,0,0,0,1,2,2,0,3,1,1,0.26,0.303,0.65,0,1
9557,1,0,0,0,1,2,3,0,3,1,1,0.26,0.303,0.65,0,1
9558,1,0,0,0,1,2,4,0,3,1,1,0.24,0.2576,0.7,0.0896,1
9559,1,0,0,0,1,2,5,0,3,1,1,0.24,0.2576,0.7,0.0896,20
9560,1,0,0,0,1,2,6,0,3,1,2,0.24,0.2879,0.7,0,98
9561,1,0,0,0,1,2,7,0,3,1,2,0.24,0.2576,0.7,0.1045,281
9562,1,0,0,0,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239,508
9563,1,0,0,0,1,2,9,0,3,1,2,0.24,0.2576,0.7,0.1642,253
9564,1,0,0,0,1,2,10,0,3,1,2,0.26,0.2576,0.7,0.2239,108
9565,1,0,0,0,1,2,11,0,3,1,2,0.26,0.2576,0.65,0.2239,102
9566,1,0,0,0,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836,138
9567,1,0,0,0,1,2,13,0,3,1,2,0.28,0.2879,0.61,0.1045,126
9568,1,0,0,0,1,2,14,0,3,1,2,0.3,0.303,0.56,0.1642,108
9569,1,0,0,0,1,2,15,0,3,1,3,0.3,0.3182,0.61,0.1045,54
9570,1,0,0,0,1,2,16,0,3,1,3,0.26,0.2727,0.81,0.1045,75
9571,1,0,0,0,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045,155
9572,1,0,0,0,1,2,18,0,3,1,3,0.24,0.2576,0.87,0.1045,167
9573,1,0,0,0,1,2,19,0,3,1,3,0.24,0.2576,0.87,0.1045,161
9574,1,0,0,0,1,2,20,0,3,1,3,0.24,0.2424,0.87,0.1343,125
9575,1,0,0,0,1,2,21,0,3,1,3,0.24,0.2273,0.87,0.194,129
9576,1,0,0,0,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,98
9577,1,0,0,0,1,2,23,0,3,1,2,0.24,0.2424,0.87,0.1642,60
9578,1,0,0,0,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642,26
9579,1,0,0,0,1,2,1,0,4,1,2,0.24,0.2424,0.87,0.1343,12
9580,1,0,0,0,1,2,2,0,4,1,1,0.22,0.2273,0.8,0.1343,2
9581,1,0,0,0,1,2,3,0,4,1,1,0.22,0.2121,0.8,0.2836,4
9582,1,0,0,0,1,2,4,0,4,1,2,0.22,0.197,0.75,0.4478,1
9583,1,0,0,0,1,2,5,0,4,1,1,0.2,0.1818,0.75,0.2836,18
9584,1,0,0,0,1,2,6,0,4,1,1,0.2,0.1818,0.75,0.2836,76
9585,1,0,0,0,1,2,7,0,4,1,1,0.2,0.197,0.69,0.2537,267
9586,1,0,0,0,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537,484
9587,1,0,0,0,1,2,9,0,4,1,1,0.2,0.197,0.59,0.2239,238
9588,1,0,0,0,1,2,10,0,4,1,1,0.22,0.2121,0.51,0.2239,97
9589,1,0,0,0,1,2,11,0,4,1,1,0.24,0.2273,0.52,0.2239,99
9590,1,0,0,0,1,2,12,0,4,1,1,0.26,0.2273,0.48,0.3284,158
9591,1,0,0,0,1,2,13,0,4,1,1,0.3,0.2727,0.42,0.3284,154
9592,1,0,0,0,1,2,14,0,4,1,1,0.32,0.303,0.39,0.2985,144
9593,1,0,0,0,1,2,15,0,4,1,1,0.32,0.303,0.36,0.2985,134
9594,1,0,0,0,1,2,16,0,4,1,1,0.34,0.3333,0.36,0,238
9595,1,0,0,0,1,2,17,0,4,1,1,0.34,0.3333,0.34,0.1343,399
9596,1,0,0,0,1,2,18,0,4,1,1,0.34,0.3333,0.31,0.1642,417
9597,1,0,0,0,1,2,19,0,4,1,1,0.32,0.3333,0.33,0.1045,295
9598,1,0,0,0,1,2,20,0,4,1,1,0.32,0.3485,0.36,0,199
9599,1,0,0,0,1,2,21,0,4,1,1,0.3,0.3182,0.52,0.0896,177
9600,1,0,0,0,1,2,22,0,4,1,2,0.3,0.3333,0.56,0,107
9601,1,0,0,0,1,2,23,0,4,1,2,0.3,0.3333,0.52,0,84
9602,1,0,0,0,1,2,0,0,5,1,2,0.28,0.303,0.65,0.0896,43
9603,1,0,0,0,1,2,1,0,5,1,2,0.28,0.303,0.61,0.0896,13
9604,1,0,0,0,1,2,2,0,5,1,1,0.26,0.2879,0.52,0.0896,16
9605,1,0,0,0,1,2,3,0,5,1,1,0.26,0.2879,0.56,0.0896,5
9606,1,0,0,0,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896,2
9607,1,0,0,0,1,2,5,0,5,1,1,0.24,0.2273,0.52,0.2239,17
9608,1,0,0,0,1,2,6,0,5,1,1,0.2,0.197,0.59,0.194,64
9609,1,0,0,0,1,2,7,0,5,1,1,0.2,0.2121,0.59,0.1642,230
9610,1,0,0,0,1,2,8,0,5,1,1,0.2,0.2121,0.59,0.1642,448
9611,1,0,0,0,1,2,9,0,5,1,1,0.22,0.2273,0.55,0.1642,275
9612,1,0,0,0,1,2,10,0,5,1,2,0.26,0.2727,0.48,0.1343,124
9613,1,0,0,0,1,2,11,0,5,1,2,0.28,0.2879,0.45,0.1045,153
9614,1,0,0,0,1,2,12,0,5,1,2,0.3,0.303,0.42,0.1343,176
9615,1,0,0,0,1,2,13,0,5,1,2,0.3,0.3182,0.42,0.0896,192
9616,1,0,0,0,1,2,14,0,5,1,2,0.32,0.3333,0.39,0.0896,146
9617,1,0,0,0,1,2,15,0,5,1,2,0.32,0.3333,0.45,0.1343,191
9618,1,0,0,0,1,2,16,0,5,1,2,0.34,0.3182,0.42,0.2537,268
9619,1,0,0,0,1,2,17,0,5,1,2,0.34,0.3333,0.42,0.194,396
9620,1,0,0,0,1,2,18,0,5,1,3,0.3,0.303,0.61,0.1343,359
9621,1,0,0,0,1,2,19,0,5,1,2,0.32,0.3485,0.57,0,262
9622,1,0,0,0,1,2,20,0,5,1,2,0.32,0.3485,0.57,0,151
9623,1,0,0,0,1,2,21,0,5,1,2,0.32,0.3333,0.66,0.0896,122
9624,1,0,0,0,1,2,22,0,5,1,2,0.32,0.3485,0.66,0,113
9625,1,0,0,0,1,2,23,0,5,1,2,0.3,0.3182,0.7,0.0896,65
9626,1,0,0,0,1,2,0,0,6,0,2,0.3,0.303,0.7,0.1343,53
9627,1,0,0,0,1,2,1,0,6,0,3,0.28,0.2879,0.81,0.1343,45
9628,1,0,0,0,1,2,2,0,6,0,3,0.26,0.2576,0.81,0.194,26
9629,1,0,0,0,1,2,3,0,6,0,3,0.24,0.2273,0.87,0.2239,9
9630,1,0,0,0,1,2,4,0,6,0,3,0.24,0.2273,0.87,0.2239,4
9631,1,0,0,0,1,2,5,0,6,0,3,0.22,0.2273,0.93,0.1642,2
9632,1,0,0,0,1,2,6,0,6,0,3,0.22,0.2273,0.93,0.1343,9
9633,1,0,0,0,1,2,7,0,6,0,3,0.22,0.2273,0.93,0.1343,19
9634,1,0,0,0,1,2,8,0,6,0,3,0.22,0.2273,0.93,0.1343,78
9635,1,0,0,0,1,2,9,0,6,0,3,0.22,0.2424,0.93,0.1045,90
9636,1,0,0,0,1,2,10,0,6,0,3,0.22,0.2424,0.93,0.1045,166
9637,1,0,0,0,1,2,11,0,6,0,2,0.24,0.2576,0.81,0.1045,183
9638,1,0,0,0,1,2,12,0,6,0,2,0.26,0.2576,0.81,0.1642,221
9639,1,0,0,0,1,2,13,0,6,0,2,0.26,0.2424,0.81,0.2836,235
9640,1,0,0,0,1,2,14,0,6,0,2,0.26,0.2424,0.81,0.2537,243
9641,1,0,0,0,1,2,15,0,6,0,2,0.3,0.2727,0.61,0.2985,124
9642,1,0,0,0,1,2,16,0,6,0,3,0.22,0.197,0.75,0.4179,146
9643,1,0,0,0,1,2,17,0,6,0,3,0.22,0.1818,0.69,0.4627,144
9644,1,0,0,0,1,2,18,0,6,0,2,0.22,0.1818,0.47,0.6567,108
9645,1,0,0,0,1,2,19,0,6,0,2,0.2,0.1515,0.4,0.5522,87
9646,1,0,0,0,1,2,20,0,6,0,2,0.16,0.1212,0.43,0.5522,63
9647,1,0,0,0,1,2,21,0,6,0,1,0.14,0.0758,0.43,0.6418,48
9648,1,0,0,0,1,2,22,0,6,0,2,0.14,0.1061,0.39,0.3881,46
9649,1,0,0,0,1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925,20
9650,1,0,0,0,1,2,0,0,0,0,3,0.1,0.0758,0.68,0.3881,21
9651,1,0,0,0,1,2,1,0,0,0,3,0.08,0.0455,0.79,0.4627,24
9652,1,0,0,0,1,2,2,0,0,0,2,0.1,0.0606,0.58,0.5821,27
9653,1,0,0,0,1,2,3,0,0,0,2,0.1,0.0455,0.46,0.6866,14
9654,1,0,0,0,1,2,4,0,0,0,2,0.1,0.0455,0.46,0.7164,1
9655,1,0,0,0,1,2,5,0,0,0,1,0.1,0.0758,0.49,0.3881,3
